7,Afghanistan,106.7,9.3,9.2,9.2,7.2,7.8,8.2,9.4,8.8,8.4,9.9,9.4,10
119,Albania,65.2,4.7,3.1,4.8,6.6,4.8,5.3,7,4.8,6,5.5,6.3,6.3
73,Algeria,78.7,5.8,7,7.8,5.1,6.2,5.8,7.4,5.9,7.7,7.4,7.3,5.2
43,Angola,87.1,8.9,7.2,6.8,5.9,9.4,5.1,8.6,8.4,7.3,6.1,7.3,6.1
128,Antigua & Barbuda,58,4.6,3,4.1,7.6,5.6,4.5,5.8,4,4.4,4.9,3.7,5.8
144,Argentina,46.1,4.1,2,5,3,6,4,4.4,3.9,4.1,3,2.7,3.8
105,Armenia,71.3,4.9,7,5.7,6,5.6,5.9,6.6,4.4,6.8,5.3,7,6.2
169,Australia,25.4,3.3,2.7,3.6,1.1,3.3,2.1,1,1.8,2.2,1.7,1.6,1
166,Austria,26.9,2.3,2.4,4.3,1.6,4,1.9,1.5,1.5,2,1.1,2.7,1.6
76,Azerbaijan,78.2,5.3,7.9,6.9,4.7,6.1,4.7,8.2,5.1,7.6,6.9,7.8,6.9
133,Bahamas,54.7,6.6,2.8,4.4,5.6,5.6,4.5,4.9,4.4,2.8,4.3,4.5,4.3
124,Bahrain,62.9,4.6,2.5,7.3,3.3,5.7,3.2,7.6,2.4,7.5,6.1,7.1,5.6
29,Bangladesh,92.5,8.1,7.3,8.6,7.5,7.8,7.3,8.3,8,7.3,7.7,8.9,5.8
137,Barbados,50.8,3.8,2.7,4.4,6.2,5.7,5.8,3.6,2.7,2.5,4.2,4.2,5
81,Belarus,76.7,5.7,3.6,6.8,3.9,5.7,6.2,9,5.2,8.3,6.3,8.3,7.6
164,Belgium,30.9,2.5,1.6,4.1,1.8,3.8,3.5,2.1,2.2,1.5,2,3.9,2
114,Belize,67.2,6.5,4.9,4.4,7.1,6.6,5.5,6,6,4.1,5.5,4.3,6.3
78,Benin,77.9,8.3,6.5,3.6,6.2,7.2,7.1,6,8.6,5.1,5.8,6.1,7.3
62,Bhutan,81.8,6.4,6.9,7.3,6.8,7.5,6.3,6,6.9,7.3,5.6,7.5,7.3
67,Bolivia,80.8,6.9,4,7.1,6.4,8.9,6.2,7.2,6.8,6.3,6.7,8,6.3
83,Bosnia,76.5,4.4,6.8,7.7,5.6,6.2,5.2,6.7,4.4,6.4,6.4,8.7,8
121,Botswana,64,8.3,5.8,4.8,5,7.5,6.1,4.4,6,4.4,3.5,3.3,4.8
126,Brazil,62.1,7,3.6,5.9,3.9,8.3,3.3,5.3,5.4,5.3,5.9,4.9,3.3
123,Brunei,63.2,4.5,3.3,6.2,4.6,7.8,2.8,7.4,2.6,6.9,5.6,7.4,4.1
132,Bulgaria,55,4.4,3.1,4.6,4.9,5.1,5,4.8,4.4,3.7,4.7,5.3,5
35,Burkina Faso,90.2,9.4,7.4,5.3,6.3,8.4,7.7,7.7,8.7,6.8,7.2,7.3,8
20,Burundi,97.6,8.9,8.8,8.1,6.2,7.6,9.1,8.4,8.3,7.9,7.7,7.9,8.7
41,Cambodia,88,7.2,6.2,7,7.4,7.3,6.4,8.3,8.1,7.8,6.2,8,8
27,Cameroon,93.5,8.3,7.3,7.8,7.2,7.8,6.1,8.5,8.4,8.1,8,9.2,6.8
168,Canada,26,2.6,2.1,3.1,2.1,3.5,1.8,1.5,2,2,1.8,2.5,1
94,Cape Verde,73.7,6.7,4.1,4.2,8.3,6.9,6.1,6.3,6.5,5.1,5.7,5.5,8.2
9,Central African Republic,105.3,8.6,9.8,8.5,6.1,9.2,7.7,9,9.5,8.6,9.7,9.1,9.4
5,Chad,109,9.5,9.7,8.8,8,8.9,8,9.7,9.9,9.8,9.4,9.5,7.9
152,Chile,42.3,4.9,2.4,3.5,2.8,5.5,4.1,3.8,4.3,3.5,2.9,1.4,3.2
66,China,80.9,8.1,6.1,8.3,5,8,3.6,8.1,6.8,9.4,6.5,7.2,3.8
57,Colombia,83.8,6.5,8.3,7.5,7.3,8.1,3.8,7.3,6.1,7.3,6.8,7.7,7.1
56,Comoros,84,7.4,4.5,5.3,7.2,6.4,8.2,7.4,7.9,6.6,7.5,7.5,8.1
2,Congo (D. R.),111.9,10,10,9.4,7.1,8.8,8.5,9.6,9.5,9.8,10,9.5,9.7
36,Congo (Republic),90,8.2,8,6,6.2,8.2,7,8.7,8.7,7.5,6.7,6.7,8.2
139,Costa Rica,48.7,4.9,4.1,4.1,3.5,6.1,4.3,3.5,4.6,2.4,2.5,3.8,4.9
12,Cote d'Ivoire,103.5,7.8,9.3,9,7.3,7.8,7.7,9.3,8.5,8.6,9.1,9.4,9.7
135,Croatia,54.1,3.7,5.5,5.3,4.4,4.4,5.1,3.9,2.9,4.7,4.8,4.4,5
101,Cuba,72.8,6.6,5.3,4.8,6.3,5.9,5.2,6.5,4.7,7.5,6.3,6.9,6.7
115,Cyprus,67,4,4.4,7.3,4.8,7,5.8,5.5,3,3.3,5,7.9,9
154,Czech Republic,39.9,2.5,2.2,3.8,3.4,3.8,4.5,4.1,3.7,2.4,2.1,4.2,3.2
174,Denmark,21.9,2.5,1.6,3.4,1.9,1.6,1.9,1,1.4,1.7,1.5,1.4,2
50,Dijbouti,85.5,8.3,7.2,6.2,5.2,7.3,6.9,7.8,7.4,7,6.6,7.5,8.1
95,Dominican Republic,73.2,6.4,5.5,6.1,7.9,6.9,5.5,5.4,6.2,5.7,5.2,6.5,5.9
74,Ecuador,78.6,5.8,5.7,7.2,6.8,7.4,5.6,7.2,6.9,4.9,6.7,8.2,6.2
34,Egypt,90.6,7.2,6.5,8.5,5.4,7.1,8.2,8.9,5.6,9.6,7.3,8.7,7.7
95,El Salvador,73.2,7.4,5.5,5.7,6.9,7,6.5,5.9,6.5,6.1,6.4,4.3,5.1
47,Equatorial Guinea,86.1,8.3,3.3,6.6,6.6,9.1,4.5,9.6,7.6,9.4,7.5,8.2,5.5
25,Eritrea,95,8.7,7.4,6.1,7.3,6.9,8.3,8.7,8.4,9.1,7.5,8.1,8.6
145,Estonia,45.3,3.5,3.3,5.9,3.9,4.3,3.5,3.8,3,2.4,2.9,5.5,3.3
19,Ethiopia,98.9,9.7,8.7,8.6,6.7,7.6,7.7,7.3,8.7,8.7,8.4,8.7,8.1
67,Fiji,80.8,5.2,3.8,7.3,7,7.4,7.3,8.8,4.9,7.3,7,7.9,6.9
178,Finland,18,1.9,1.6,1.4,2.3,1,3.2,1,1.5,1.1,1,1.1,1
161,France,32.6,2.7,2.2,5.9,1.9,4.3,4,2.2,1.5,2.4,2.3,1.9,1.4
99,Gabon,72.9,6.8,5.6,3.3,5.5,7.3,5.2,7.6,7,6.8,5.4,7.1,5.4
62,Gambia,81.8,7.7,6.4,3.7,7.1,6.8,7.8,7.6,7.5,8,5.5,6.8,6.9
55,Georgia,84.2,5.2,7.5,8,5.2,6.3,6.4,8.6,5.4,6.4,7.9,9.4,7.9
165,Germany,29.7,2.4,3.6,4.3,2.2,3.9,2.6,1.4,1.8,1.9,2.2,2,1.4
110,Ghana,69.1,6.7,5.5,4.9,7.3,6.5,6.1,5.1,7.6,4.7,3.8,5,6
138,Greece,50.6,4.3,2,4.8,4.4,4.3,6.4,5.4,3.9,3,3.9,3,5.1
120,Grenada,64.6,5.2,3.2,3.9,8.5,5.9,5.8,6.2,3.6,3.7,5.3,5.6,7.7
70,Guatemala,80.7,7.3,6,7.3,7.1,8.1,6.1,6.9,6.9,6.6,7,6,5.4
14,Guinea,101.3,8.4,8.2,7.6,7.7,8.2,9.2,9.8,8.9,8.4,9.1,8.9,7
15,Guinea Bissau,101.1,8.4,7.8,5.7,8,8.1,8.7,9.7,8.8,7.6,9.5,9.7,9
107,Guyana,70.8,5.8,3.8,5.9,8.5,6.8,6.6,6.2,6,4.4,5.8,5.1,5.9
8,Haiti,105.8,9.6,8.6,7,9.1,9.1,9.7,8.8,9.6,7.6,7.9,9,9.9
75,Honduras,78.3,7,3.9,5.8,6.6,8.1,6.9,6.9,6.8,6.3,6.8,6.3,6.9
141,Hungary,47.6,2.5,2.9,4.1,3.9,4.9,6,5.9,3.1,3.4,2.3,4.8,3.8
171,Iceland,24.7,1.6,1.6,1,2.8,1.7,3.7,1.4,1.6,1.3,1,1.8,5.2
79,India,77.5,7.5,5.2,8.2,5.4,8.1,5.4,5.2,6.7,5.9,7.8,6.8,5.2
76,Indonesia,78.2,7.5,6,7.3,6.3,6.9,5.5,6.4,6.1,6.5,6.8,7,5.9
37,Iran,89.7,5.5,7.3,8.8,6.1,6.7,6.5,8.9,5,9.4,8.6,9.4,7.5
11,Iraq,103.9,8.3,8.8,10,8.3,8.4,7.3,8.6,7.6,8.6,10,9.6,8.5
170,Ireland,24.8,2.2,1.4,1.6,2.8,2.5,3.9,1.9,1.9,1.3,1.8,1.3,2.2
67,Israel/West Bank,80.8,6.2,7.4,9.8,3.2,7.5,3.7,6.7,5.9,7.6,7.1,8.1,7.7
147,Italy,44.6,3.8,3.3,4.7,2.6,3.6,4.8,4.7,2.4,2.9,5,4.8,2
118,Jamaica,65.6,5.6,3.4,4,7.2,5.9,6.6,6.1,5.7,5,6.3,3.7,6.3
156,Japan,36.1,5.4,3.7,3.8,2,1.8,3.7,2.2,2.5,3,1.7,2.6,3.7
87,Jordan,75.7,6.7,7.8,7.1,4.2,6.5,6.5,6.5,4.3,7.4,5.8,6.8,6.2
109,Kazakhstan,69.8,5.3,3.8,6.2,3.6,5.3,6.2,7.8,5.1,7.1,6.4,7.7,5.3
17,Kenya,99.6,9.1,8.7,9,7.8,8.3,7.6,8.3,8.1,7.1,8.1,9,8.5
127,Kuwait,59.6,5.1,3.8,4.6,3.7,5.3,3.4,7.6,2.6,6.8,4.4,7.9,4.4
48,Kyrgyzstan,85.7,6.2,5.6,8.4,6.4,7,7.6,8.4,5.9,7.6,7.4,8,7.3
58,Laos,83.7,7.5,5.8,6.1,6.8,6.1,5.7,8.6,7.3,8.3,6.6,8.3,6.6
140,Latvia,47.9,3.6,3.3,5.4,4.2,4.9,4,4.5,3.4,3.2,3.3,4.3,3.8
46,Lebanon,86.3,6.3,8.5,8.5,6,6.2,5.3,7.2,5.6,6.8,8.5,9.2,8.2
71,Lesotho,79.4,8.8,4.9,4.7,6.8,6.7,8.5,6,8.2,5.4,5.2,7,7.2
23,Liberia,95.1,8.8,9.2,6.5,7,8,8.3,6.6,9.1,6.4,7.1,8.3,9.8
54,Libya,84.5,5.5,5.4,7.4,4.2,6.7,5,8.4,7.3,9,8.9,8,8.8
150,Lithuania,43,3.8,2.9,3.7,4.1,5.2,4.5,3.8,3.4,2.9,2.5,3,3.2
172,Luxembourg,23.3,1.7,1.8,2.8,2.1,1.5,1.5,1.9,1.3,1,2.3,3.4,2
112,Macedonia,68,3.9,5.2,7.8,6.1,6.2,5.9,6.1,3.9,4.3,6,7,5.6
61,Madagascar,82.7,8.1,4.3,4.9,5.5,7.9,8.2,7.2,8.6,5.9,7,7.5,7.7
40,Malawi,89.2,8.9,6.5,5.7,8.1,8,8.4,7.5,8.2,6.8,5,7.6,8.4
116,Malaysia,66.1,5.6,4.6,6.1,4.8,5.9,4.1,6.2,4.5,7.1,6,6.8,4.4
88,Maldives,75.4,5.4,5.3,4.9,6.2,4.4,6.5,8.3,6.7,7.6,5.8,8,6.4
38,Mali,89.3,9.3,7.6,7.6,7.8,6.8,8.1,6,8.5,6.5,8.1,5,8
151,Malta,42.4,2.8,5.2,4,4.1,3.5,3.6,4.1,2.3,3.3,3.7,2,3.8
31,Mauritania,91.7,8.5,8.3,7.2,5.7,6.5,8,7.7,8.4,7.4,7.8,8.2,7.9
148,Mauritius,44.5,3.8,2.2,3.5,3.6,4.8,4.1,4.1,3.8,3.5,3.3,3.2,4.6
97,Mexico,73.1,6.5,4,6.1,5.9,7.2,5.2,6.1,6.6,6.3,7.9,5.2,6.1
99,Micronesia,72.9,7.1,3.1,4.2,8.4,8,7.5,6.3,6.3,3.1,5.4,5.6,7.9
83,Moldova,76.5,5.9,5,6,6.9,5.9,6.4,6.9,5.7,6,7.2,7.7,6.9
129,Mongolia,57.8,5.5,2.2,3.7,2.5,6.3,4.7,5.3,5.7,5.4,4.4,5.5,6.5
134,Montenegro,54.4,3.9,4.5,6.5,3,3.5,4.6,4.2,3.6,4.4,4.6,6.2,5.3
93,Morocco,74.3,5.8,5.9,6.5,7,6.9,5.3,6.7,5.9,6.6,6.3,6.6,4.9
59,Mozambique,82.8,9.2,4.6,4.9,7.2,8,8,7,8.5,6.4,6.5,5.6,6.8
26,Myanmar,94.6,7.6,8.5,9,5.4,8.4,7.3,9,8.1,8.3,7.8,8.6,6.6
108,Namibia,70.4,6.9,5.6,5.3,6.5,8.7,6.7,4.1,6.7,4.9,4.9,3.5,6.5
30,Nepal,91.8,7.6,7.7,9,5.9,8.1,7.3,8.1,7.3,7.9,7.6,8.2,7.1
166,Netherlands,26.9,3,2.4,4.1,2.2,2.3,3.5,1,1.5,1,1.8,2.6,1.5
173,New Zealand,22.7,2.1,1.1,3.5,2.4,3.4,3.6,0.5,1.8,1.2,1.1,1.1,1
72,Nicaragua,79.2,6.6,4.8,5.9,7.8,7.9,6.8,7.5,6.8,5.4,5.6,6.8,7.3
18,Niger,99,9.8,7.9,7.8,6.3,7.9,8.4,8.1,9.5,7.6,8.3,8.9,8.5
16,Nigeria,100.7,8.5,6.6,9.8,7.3,9.2,7.5,8.8,9.3,8.6,9.5,9.4,6.3
23,North Korea,95.1,8,5,6.6,4.4,8.3,9.3,9.8,9.5,9.7,8.4,7.7,8.4
175,Norway,21.5,2,1.9,3.6,1.6,1.5,1.9,0.5,1.4,1.9,2.7,1.1,1.3
136,Oman,52,5,2,2.7,1.8,3.6,4.5,6.1,4.4,7.5,5.3,6.6,2.4
13,Pakistan,102.9,8.9,9.1,9.7,6.9,7.9,7.5,8.4,7.3,8.7,9.8,9.2,9.6
131,Panama,55.8,5.9,3.7,5,4.5,7.9,3.8,4.7,5,4.4,5.1,2.5,3.3
53,Papua New Guinea,84.9,7.6,5,6.6,7.5,9.1,6.9,7.1,8.9,6.2,6.6,7.1,6.3
104,Paraguay,71.8,6.1,2.4,6.5,4.9,8.6,5.1,7.9,6.1,6.1,6.1,7.9,4.2
103,Peru,72.3,5.9,4.7,7,6.1,7.8,4.1,7.1,6.4,5,7,6.7,4.5
59,Philippines,82.8,7.1,6.5,7.9,6.2,6.5,5.6,7.6,6.4,6.7,8.7,8,5.5
153,Poland,40.9,3.5,2.8,3.8,5,3.9,3.5,3.4,2.8,2.9,2.5,3.6,3.3
161,Portugal,32.6,2.8,1.6,2.3,2.6,3.4,5.4,2.1,3.5,2.7,1.6,1.3,3.3
143,Qatar,47.1,4.3,2.1,4.9,3.1,4.8,2.9,5.9,2,5.6,2.5,5,4
130,Romania,57.4,4.3,2.7,6.3,4.7,5.3,5.7,6.4,4.3,3.9,4.1,5.2,4.6
80,Russia,77.1,5.7,5.3,8.2,5.1,7,3.5,8.1,5.1,8.6,8.5,8,4
38,Rwanda,89.3,8.4,7.9,8.2,6.9,7.7,6.7,6.5,7.6,7.7,5.5,8.2,8
111,Samoa,68.7,6.8,2.5,4.8,8.8,6,5.9,6,4.8,4.5,5.5,5.1,8
91,Sao Tome,74.6,6.6,4.3,4.8,7.9,6.3,7.9,6.6,6.4,4.3,5.8,6.3,7.3
102,Saudi Arabia,72.7,5.5,5.2,7.4,3.1,6.4,3.6,7.8,4,8.9,7.2,8,5.6
64,Senegal,81.4,8.3,7,6.3,6.8,6.8,7.2,5.9,7.8,6.2,6.2,6.6,6.3
92,Serbia,74.4,4.7,6.6,8,4.7,5.9,6.5,6.3,4.7,5.5,6.5,8,7
121,Seychelles,64,5.2,3.3,4.8,4.9,6.6,5.2,6.3,3.5,5.2,6.4,5.7,6.9
33,Sierra Leone,91.2,9,8.1,5.9,8,8.5,8.6,7.3,9,6.1,5.4,7.9,7.4
158,Singapore,34,2.5,1.1,2.7,3.3,3.7,3,3.2,1.9,4.9,1.5,4,2.2
145,Slovakia,45.3,3.2,2,5,4.5,4.6,5.2,4.3,3.5,3,2.3,3.7,3.9
163,Slovenia,32.3,2.5,1.4,3.3,3.2,4.5,3.6,2.8,2.1,2.5,2.5,1.6,2.3
51,Solomon Islands,85.2,7.7,4.9,6.8,5.7,8.3,7.8,7.3,8,5.9,6.7,8,8.2
1,Somalia,113.9,9.5,10,9.3,8.9,8.4,9.4,9.5,9.8,10,9.7,10,9.4
113,South Africa,67.6,7.8,6.5,5.7,4.3,8,5.9,5.3,6.3,4.2,5.1,5.6,2.9
157,South Korea,35.4,3,2,3.1,3.9,2.9,2,2.9,1.9,2.6,2.1,3.6,5.4
4,South Sudan,110.6,8.9,10,10,6.5,8.9,8.6,9.1,9.8,9.3,9.6,9.8,10
149,Spain,44.4,2.8,2.3,5.8,3,4.1,5.5,3.3,3.3,2.2,4.1,6,2
28,Sri Lanka,92.9,6.8,8.4,9.5,7.3,7.8,5.9,8.2,5.5,9,8.5,9.3,6.8
3,Sudan,111,8.8,10,10,8.4,8.5,7.8,9.6,8.8,9.3,9.8,10,10
106,Suriname,71.2,5.7,3,6.1,7.6,7,7.1,6.1,5.3,5.4,5.8,5.8,6.3
49,Swaziland,85.6,9,4.9,3.6,6.3,7.5,8.9,8.7,7.8,8.3,6,7,7.5
177,Sweden,19.7,2.5,2.4,1,1.7,1.7,1.7,0.5,1.9,1.3,2.2,1.8,1
175,Switzerland,21.5,2.1,1.5,3.5,2.1,2.3,2.3,0.8,1.4,1.7,1.4,1,1.4
21,Syria,97.4,5.6,9.5,9.3,6.2,7.2,6.4,9.6,7,9.5,9.8,9.2,8.1
51,Tajikistan,85.2,7.4,5.3,6.7,5.9,6.2,8,9.1,6.3,8.2,7.4,8.3,6.4
65,Tanzania,81.1,8.6,6.8,6,6.4,6.4,6.8,6.2,8.8,6.2,5.5,5.7,7.7
90,Thailand,75.1,7.9,6.4,8.1,3.5,6.4,3.5,6.2,4.6,7.3,7.8,8.8,4.6
32,Timor-Leste,91.5,8.7,7.4,6.8,6.4,6.7,7.9,8,8.5,6,8.3,8.3,8.5
42,Togo,87.8,8.2,7.1,4.8,6.8,7.6,7.4,8.3,8.3,7.8,7.4,7.5,6.5
125,Trinidad,62.6,5.3,3,4.4,7.8,6.1,4.6,5.6,5.2,5.2,5.7,5.6,4.2
83,Tunisia,76.5,4.9,4.2,7.8,5,6,6,7.9,5,8.4,7.2,7.8,6.3
86,Turkey,75.9,5.7,7.4,9,3.9,6.8,5.3,5.9,5.5,5.5,7.9,7.3,5.6
81,Turkmenistan,76.7,5.9,3.9,6.7,4.9,6.5,5.4,9.3,6.1,8.7,7.1,7.7,4.6
22,Uganda,96.6,9.1,8.4,8,6.7,7.8,7.4,8.1,8.3,7.9,8.2,8.6,8.2
117,Ukraine,65.9,4.7,3.2,5.9,5.7,5.3,5.4,7.8,3.6,5.7,4.4,8,6.2
142,United Arab Emirates,47.3,3.9,2.5,4.3,2.4,4.8,3.5,6.5,2.9,6.4,2.9,3.6,3.5
160,United Kingdom,33.2,2.5,2.7,5,2.1,3.6,4.1,1.6,2.3,1.8,2.7,3.5,1.3
159,United States,33.5,3,2.3,4.2,1,4.8,3.2,2.3,2.4,3.2,2.2,3.9,1
155,Uruguay,38.4,3.8,1.9,2.8,4.7,4.4,3.6,1.7,3.4,2.3,3.7,2.7,3.5
44,Uzbekistan,86.9,6.7,6,7.5,6.3,7.6,7.2,9,5.4,9.2,7.9,8.7,5.4
89,Venezuela,75.3,5.4,4.8,6.4,5.8,6.9,5.4,7.6,6.5,7.7,6.5,7.3,4.9
97,Vietnam,73.1,5.9,4.7,5.7,5.7,5.8,6.2,7.8,5.8,7.5,5.4,6.9,5.6
6,Yemen,107,9.3,9.2,9,7.4,8.1,9.2,9.3,8.7,8.7,9.8,9.5,8.7
45,Zambia,86.6,9.3,7.4,6,7.4,8,8.3,8,7.6,6.7,5,5.7,7.2
10,Zimbabwe,105.2,9.2,8.7,8.4,8.6,8.6,8.6,9.2,9.1,8.9,8.4,9.7,7.8
